leader,epoch,num_slots
BP1epAhFXxXEqo47GkFTdf9UuRUU2spKnuRxhWrAFED2,668,32
FPwKd8WmeugZLZySCcr5RmqdVnQvJ5zRQRCy6tnkdLQF,668,76
H3n2gVjzxhMWTXgqnrTfi8WdqAcQFuoHy5SqvAdqkMF4,668,12
huinBRP3muBuqZLMW8ARjdn4mBnEmFFcxiBzrkQz553,668,44
SDEVqCDyc3YzjrDn375SMWKpZo1m7tbZ12fsenF48x1,668,228
3L7DRu7kTxNX1X73KxUDGeKjtHEhN1fd3cfBzK9QhH6c,668,16
9SjGU3tzdEXfLaVsLpnTwP3inBNhAPMq4XKupUf9Ms5E,668,44
4ufH2sFDbfazocHUsQeZaDDxpoRrAPec1V1u8byScnFg,668,56
3DaPk6TdeGnEBwTR8fEyZSLkdayk6vZXrqGZhAgYK8BV,668,212
67iXZNZ4ytz3A23WueWr5B23WY7yHdESdRPGbVaPYkHw,668,32
6ajJvpm8gdqKyVhaYJ44geWi1CR64qKJYdLPwsdCBtBk,668,28
7aL9cw8khXDftH1JcWrPEe5U1dvobEHmvQW1DEFL7dRL,668,52
93Q99nhdKjuSe6WNXgMBbC3s8QVQEAoHKt91PNRkUkMn,668,244
Fz6BL7pe2F8Fc78ZgLrPuXv9w8rz9UY3AZnDaxyGvuBT,668,28
GUvRSvhhQRA1PhTpMaqW5hELHcPP9QP4W45tHFEbtqRi,668,36
sZAqxCSN5kkVfG2s65Bje4jzCkD2aLyk21qU95PMf2Y,668,48
vu1sGn2f1Xim6voHNLt4nLn38zNkYdLasU7hEr1TC2D,668,1188
6dtVKjb6vRwNAekki2FXhKv8WTNzQ3xW6HWMCNWqtoDy,668,308
3UvHZSXR9TkRgtKfaeRH17GaiWtCzujVmXK3K1eYZRyg,668,36
C4bgengueVA9cRcprjutgu9XgvgoaaFnCqvpZaPy27xx,668,32
Ccw4n1JNzcjdEUTYorfZPATWHfmBKV7BHnJ8YDyzqh5s,668,16
HSX42dhQPTaVjtwMQXwGTCobrs1HnxZ8G2J6JTnPXpgP,668,52
12bb1nuyLtkzQ1QZfmr53hAttKtFPQyHczAmfVmvqpCP,668,88
9kTTMvxVjE5Doyr9QeFzrx7ccK3B6nmFQZtn61JFe4uD,668,52
ARF8ETYuMQ5wvUqgbWBLSKe2Uz2ytHuvWEVoybwcqk8c,668,180
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,668,1256
cmshPgUzd5iDkyZxPfUvepRSLtNV47Ks5AGu4KvKqY6,668,8
7DWfjmZtryurJtUrpyALuuGqby2tjPzMjZL6vL7ujRBk,668,36
akb7XJkB8rgvDixC25gxpGisNS1aAQbk6HZkR9X1jrX,668,168
8YZpv8JDZmqWa33NpBcDSUbUzC7qHXnHPSsYnrxzj9Y6,668,124
E2CDEydLiR9oxS58bdRNdoxmd8vDnWLmEE8VZLQ6dmYG,668,112
swiftqGF7RFXSgFvTjBE4D7GUd5rUXC2MoJLKYwPjsh,668,40
3RbsAuNknCTXuLyqmasnvYRpQg3MfWZ5N7WTi7ZGqdms,668,144
SerGoB2ZUyi9A1uBFTRpGxxaaMtrFwbwBpRytHefSWZ,668,276
D4ujBcx3Wwc6rHhx1DFdTZL7vfDJDE6Y2BvRfE8HovBF,668,36
22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,668,2700
2dxz129YxB1xtf7Mx6HUT5JspexArNNtQt84FYueWZV7,668,56
UPSCQNqdbiaqrQou9X9y8mr43ZHzvoNpKC26Mo7GubF,668,3272
3crXzLp31ZBmBaVtqqsyguv1QwrmTQeH544hmSmuX6UH,668,8
GVkVZ5yzu1Ukfng1GPfipg1fG6S9hF4z2Uwcn6T7WWeC,668,12
PoPeGpJBufLS3NeeiVihN63eLqDtUSEKQjvtrqkgbNf,668,4
3QduBTMSMRAPbRhSmoEYQYPC85HiLmAtjCt2y15Bqw4E,668,40
Dq3piY2ZcBvNN84j2EhDLtTzRAw95za7Eau89pNcmSd5,668,84
Certusm1sa411sMpV9FPqU5dXAYhmmhygvxJ23S6hJ24,668,2952
6CG4D278TqWKPjoJqsyFSPJWeQGRg7n1vs4hM5TtnNuF,668,56
DP9iBgK9c7tJYb83KhxQMFNc1LXYu7nE7EhWpEzQnjmg,668,48
2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd,668,484
7JCgnNDTewhSAx8jX813kLgPLKrd5oXvAB3CeJ2xf7o2,668,24
7Nu9ckgtjobZ3MkbadGFKEvRymYuah9HmcxiUJKMM9NB,668,164
2nHwBDwqtQNTbCUwhttsBUHnQw5QJwuDNGvynNtHaEx4,668,44
4KJdJNjmVk2gr5ZDK4ss8xF7nxKR95Qs8TRqQenCXczA,668,40
6ZcQyv7C4uyTiACE78t1aSFTXuwanyjY787LjpYeFVjs,668,44
9Z2TswRKvvS1d8YZVdgnJAZyqwwVUhk3QLp74J8pEmXs,668,32
AjGby82yXeYgj3kmng9y3c4nQpZFmiPpJKecLJTHbfbP,668,24
EwUVzgSPe1zy2hfUGZxJAEP7Y1wheNgNsgratbzPELru,668,100
FEJwc7fefAKZ2R4rFbLWh28saWo7QfnU5f31Bi98E6cE,668,36
FKiyMb5BzqKpe1Y4Px98vxm3XXHAGHgSkQZ2wZwmzoub,668,204
FLWc77X8dKh5RdJe5xMFxry8kvSVUbo9G4MQ8hCAg5ve,668,20
6NmKxzGAdJ9ttewC8hwJEFaJdn4GScjpqimaL5BnbWgx,668,28
8RXYL85eGMyuUcBCMHt5owGvasySS4FYbmKTx4CqFkpe,668,28
Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,668,10372
FdH9QEQBxPQfaF2JpcjgdfcMnDb7rjZkCDRCWLRjTQwj,668,132
7zAHbRxEQaNjKnQMjFm7j8LebHSGfzsQDdm2ZpUNPa7G,668,80
A1GgCvSs374GeXguQk1u91sWSLZqGVUsfJ4B4KrKjEhp,668,40
HVuEL3oBEDyctoFwmefgM2Dm1Rx5Yj8CZgvJPG9nUktk,668,24
J2ofWwssE7YEMrpN5waPQgboWgLdwprsfXUu7vXaBona,668,36
8vpYjdyCm7dDtQ1Wx4y1yJSmDfEMeUNifdXnNUozJ2Ja,668,4
C17WLnQTPjqXgmnpu2F1WfbeXdSbzufvnMHuS6XHjsAZ,668,72
DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA,668,516
4XmNA5e2NQ1Trf8SeNxtUVwujQqjJfuqX4aMgdUFSXNE,668,28
FugJZepeGfh1Ruunhep19JC4F3Hr2FL3oKUMezoK8ajp,668,576
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,668,2856
PPdwxwyhXWBa3W8uxGDJx7xpfsgj76Ef1fXbjYnANTm,668,36
3YRyKjnFsQe7rNLd4kUBQbBjqxypbb1Cf8cDXdbBccXf,668,16
UZBmptMjMSQEPKm4WyUkJeAuvZSqTuNK3cQCKFqJcXT,668,56
keSVSWNZfPBeQPcwvvkkerr2Xd6XoFUyPeWwzHSUdNN,668,32
8M2DJQmd7Gka44WQC5Y59qjvfJxzRaekpuy5zXfekG1G,668,20
3hkPdLyQReJwdWe7Y8JL7jRhYaBCC8GZcmWwjpiLXC9f,668,2292
scs1Cbhhi1Zmdb8VBhbYnWeogVhV13FB2ZQ9MCk3sCU,668,32
4LV3DTVTiE8TLUrS2w7pgpoFydq4raXw8tDx6FAY1KpX,668,68
hxMhrsuGPDmkLJ4mTxEjyeMST3VGhTiwJvS9XgHwePj,668,76
A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,668,1248
EY9dfKzLHCetix2ir7tmSMhkYrPfWSUYKn8XPKzgvdgK,668,56
mXv18ov8qCiQGs3ieoen981LdgZzYJjJak6reK6fpNC,668,8
R1parD2CtxPBGPABB2m3JjuLpGgNLiJuLxyt7qvAJR3,668,212
5m6yLY9M4cihCQmVXVK16uMYNAeG2z9qqmgvTAYTMZNq,668,60
Av8EnYrPBnSJHK5e2wmTdnCpSy7nzmBgyFaUKSyLnBfe,668,56
4oWaEHupmBjCV3rQonaWp36QEK4JUbUrvihJ3X3LoFZS,668,60
9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,668,36
7htu6a3yrQgYTq9XS57BUcQ1dDKnCq7ETrowgemS97xs,668,80
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,668,876
FzaAiLVXh6xXAFCfJNfBVQVYJ884zWz3LZVVmC8iRgdP,668,48
5NiHw5LZn1FiL848XzbEBxuygbNvMJ7CsPvXNC8VmCLN,668,220
13xkw4jY5PvZnqCFZSTBQCjHGNd6VTu1A6PHF2rU9AnA,668,52
6qwYjs5vCSEKaTMBbHinnW8fvdGj1r8cpzPoAV1EHKsw,668,184
5LqdfTzdPtnqTyKaduT2eRvtLgfGucVCJ3Gu1MmgtEq,668,96
8rWDbEsuz4UWF2ZXiHhMECPkTZm51YrRaQSoSz8RPz2H,668,32
4DBSKsjbs66piUiQ6dUjw6cdVzAGc4FgeWSZ5UVPY5kr,668,24
CjtziaSBhv4E6RXmq3PQPsZn5KBg5WUR9XnhQ9PoLK5s,668,52
2dfgsiSaZ51QYPsECMYMG247PXxyKdwkV9wTHoQb8YEC,668,344
AfZTWYoFQbzqCMmUBTD7XwxFvjob1FVyCvkaXRryxtKc,668,92
CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,668,64
DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,668,676
ATd7yhK41qadD5V9eiq7UXQtRf5pidaR6fyKbYtKkbvz,668,52
ESX5Q9powgfUL8cssZmLMwaJCjfRDn8kYJ5ZVZqPU95P,668,4
F8Db4M7hZRQRjedfMcY7Vu6dMJ8drSQxHC8Rrn7DJq6A,668,16
LitxAVo3RnYXD2sX1TyRJxfnKy48amXgyGiysPZjZwE,668,12
equByCRR1MR6Cucpw11jBEzJsZ3fj77U5uEqVZuvjKX,668,100
mHtqTQHaUcFjSZF6tGLNLsHLvjVsxXEK8w3BoT9eLAT,668,48
3CKKAoVi94EnfX8QcVxEmk8CAvZTc6nAYzXp1WkSUofX,668,32
4guS5XP2wgDWecZGgvN5UQmV8iywTrKGaA7kv9hj3tk7,668,48
6hpMTcU76pCkSZHG1qdfw8ZrM9rFwFCpmKZWqBc5VXr3,668,4
7mYeuc2iBaWRpkxATYteXxe2pMjzQ7XhPgP1xG6vTjDh,668,640
7ERj2iyVMkFZuvvw4mBWpoHLmRyXE3qGanNMMxjHS2rS,668,24
GJB4EwPmSu5TXpHKsyqFVzdpoJyiati1aVQamUYPWXuJ,668,56
GVeC7F7HPGb5ai9LxvD8vYckfwiHDCSULPfFDDgKMEfX,668,44
cami5ixFFZD3jLdX8Ef5tu8o21reSGoE3GpGRrQyP4z,668,32
rapXHroUoGG3KvZ3qwjvGMdA7siWXwXpiNC1bYarvSC,668,52
7Hp1e6BrTBkbBN4wFiNmycPVPsjvyUUBL2tGhYEMT6gt,668,104
9hrba377Zj79CXruwGWuorFpGVcYXJHqpQNUjRZErGn3,668,164
3LKjD9Cb8RKKbmwM3LphHEvfZdjEU4rAFGDDUiVnuXhJ,668,68
DWGupvBwXjUudG1fPqtcuw4qe6ByDzzLhnbr5z7RGWsL,668,24
MNDEE2sgqVKYUTKTpGTqJhdQfXz6CHW9JPWNhcBkSj6,668,248
EqgfgrWR3D1As2aS7tYjoHfNxgxcfNYvdUL5zCsXFXBt,668,68
3K2sbebmoEQSmj7MuMLyDerewwkiFcw7nQGXtvygqzJ4,668,28
scs2tFfBCobDRjkYfhQ59saMg91teNACbje18SraSwg,668,56
8j5kjKAufwdJH7GitGY18Qp12EhEQkVMc4PWZzGeH8Gw,668,16
C3NxKEWdbR2XfHkCgbu2wCFeCCduJYkJ2pEomKx2wjRP,668,64
G8iCkG5QXykEmCKxe7yrXyXJapBUFxTQsiBUeeHtYmFJ,668,64
FSyAsxcE7g8pSSEu5nx7Hkz44rMZiYio5Wz8Lszh3Nbi,668,72
By8MseMKtZQQaQjMHJiyetmc5AC8RZZv8C2ss33ktrHt,668,28
5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z,668,2820
9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7,668,68
Cu4M3yd2LfMoGhmYxKszhVH18SPgt6TQvqnE4AWjNKwd,668,32
FUURpC3LjVnxr21PmEfHtxT7Mfe4CVJXxESBjQPvmqTZ,668,300
23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,668,452
cZCvgqgrdX2LCScVku8CprMnAUZtSicBDJ8eiowfonn,668,264
2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C,668,216
3Jxn6NS72re3AMEq6ahmSQF8mfMvrCErJbtH9rSRKF6Q,668,52
6pEtDovpyd1zUMYPuNhMCPU37sUTEAtzzgoVVAh1G1JL,668,88
AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu,668,84
CGoT67sSerk9ckwin6yY4mna3ymLxxKNqdYeQZ9xNdkD,668,52
pgixuWVfFotnasNyvc3CkRa9nzQRXFpWTwoc6Rb22kb,668,48
87fX6AAJywaQfgMpD9Gkwxpt1e129kKZxBdRG1SQA43m,668,16
DwGEK1ZSC5SM9e7Tkts5hLpkUffAsFUcqeLr2zifaXZi,668,44
LA1NEzryoih6CQW3gwQqJQffK2mKgnXcjSQZSRpM3wc,668,1736
FFCXUpP3sSBBvXu4t6uoezRWfBBMxNf3juYJa4besVUs,668,44
7cJB452VqXe5pM9f6YKcTziWmoHE9Tg4jNWTCpohFiAH,668,112
AAHSdsnRREfdQNzDGRxai8CLXh9EPCoRdwULPqBYd9fb,668,56
ECd2JogmL8Qr4hox1zUNEn8aHFchE1tAh3JXM4UQBzzo,668,64
92VEPQZ6VK9x5rSxw6c3nNiVb3H32nF1ZeaeqkaFXTwK,668,48
8MZFWowte8pHb6zJXxUdogUfdWRbqu7fGvaWRXtkDP7X,668,256
2Ce1dmtdnvgDwD1MiZjP9wwGup6j8H7uXGuGMa9uZo5v,668,36
66RAWQ8kUE95WpuJ7vkAS55TWfDo7ZonyTsLeGfs7dt3,668,96
HoXANZnWTGeePertqWkMEnnhgXjTjzpfWaT2kja2ZgVU,668,188
f8JPS1sKWo8ewAUu6sufkDRU1HRCqYfegExB9K6CPA2,668,36
CqY9t377f7eEkWMfEwBRjGvQUQXVDrwvK39UEeXNUUm,668,40
3gGnnwaCHuGaBzhAa8ujFR1vf6inHYPxLBh8tdXHTxgZ,668,360
6xFDLX751L7H9d5fQT9sf2SM5RWWE9LDgqz25pPDbWoJ,668,44
GzdpwmsqTaEK2yk2s1xdmzXEfH3P1UnKjZR7u7nSNXbi,668,232
BesDpGgr5xEdhWkfXzBGy98ynNxN7uqT5sMZAGX9utj1,668,48
7GkMBmtrTZz8QbjSe1sXvAUtz7Pp42SQxfT5ymmJD4We,668,476
7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,668,2224
9CJKNW77HfjZf2jrUpdecDub6a5cb1MtVFv7hrXAeVwb,668,44
2ZS2DGFRDD7WWSzqkaPoqURVknoMdFVFWDdBRKNZuqct,668,48
34v7TexfK4a6onLDKx6UzEn1655HPb5xHcucGJCdNYB8,668,56
HbQwCgDvVZF5pMdGZMdX2poPU43RyF1TxQLz6LFMqYRF,668,12
85YBDL6Wf7pdJBNqqCEuW4hCD7FVKv7gqnF8cKZycZmA,668,4
ELYBBgEypG66vNBfM3bLXjekPc72d57KyVQXoiwDq7SV,668,112
9T6SNsBimjCRJpkEjiVsc8AcxTBa1XVA7RjnBGGfWP23,668,64
9goZ1gyxKCBR3uLbXvc9PEBcUSxWzD2NpTrtY7Ys8oUo,668,32
A8vNkfP4Rv6msJyuXgwvUSUUu5vPfLxMJB5ddNkHaCGJ,668,76
HeySTSL4FcDakZHn7UAZy5Bb9SMgWaiB8euq1PHqLWaK,668,8
LFGGGJtnBLvq78DyMz1gTeedM6f8owck76qHThDABBC,668,52
9hNrb2RouJALNyK4oDGgML7shRyaQwPMY13PmkTBa4KE,668,44
GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS,668,2400
D9LzkzWYBMnJX5FycaACA6t5DHjnK9oS2hFXxKW8AmvQ,668,32
HJVsiUVvbYvTLHsRcHw3uT5cHJwbpGPCBbEf8EszLnyz,668,8
BHG4L6p8fmz3nEKzq7Q4wRhW9q9YtzN1vEjMZCLX3ewm,668,284
Cogent51kHgGLHr7zpkpRjGYFXM57LgjHjDdqXd4ypdA,668,848
8buJst58M53hS9Zq5Gdrx83WV6FxP9SYC6q7twwGRTuu,668,48
CBHHTRa6YtuUbNA1v6b18cAXExtbBEDRFshJiEJYjWzC,668,24
BeaCHioStqCEFDFxKwAEzyrUPYxqnBPhJ98gDKeEiTPb,668,300
3JotfSFPaod4KVK7nj7ULvcq5PjUBdZNVGracNkJNhrt,668,1832
8ixYjsBPxmocDKJGb43KGbEkht1nYAB833XxkD2R2MV6,668,56
31vn2U3Ue4fDHqB24PU4qNhynGnjNDtUhu5y9bHygbSw,668,44
As9NxA9bCfhrVLAFyGeWG5X5iLYPGhU3R7nLfX3tN6am,668,44
8n4pc4sCJtBeLfJdGyJn6EcZuhtfTiepRa9ExdJFdmEN,668,284
9CqDvvGvSNVZDo5RskCAv4fTubpFCs9RLTrjUxEYrvNA,668,44
2Q3t4UqyZeVZQ5WURvuGVb73x8cwbu5M7jNbb1jEvGsB,668,40
c3rtoMCHSbFrLRTAdw4iRowKSn4BrDtvSPbuyJwkHwx,668,336
HLv4d6uhQ7ViicNQ1ff6RHNNntNzmq1bATLne2kCW5VV,668,200
3D31JtXceje3h2QQynhDnZ1b54oY38rMoJBnFtGdBz59,668,128
9Ukj3PkyD3igEDJGt1QTj9ThzjK6hMiadQfa3gm7kjf1,668,280
9fa5wcqnAQqHyn58U1vHHLuZW5GXLcoho7hKT17jGJfZ,668,8
HnvAnkcnGb9by7sKK8nqfYk1AkgxBzhnC1DQHn9rHDNS,668,48
9YDu59tKDysB9zT9P8cgvaogmuy64R1Nxbr57QHztNrW,668,32
BeSovDCzhEAfgwDyXBuhmCFKsu5WQ3PaX61GEfteNzXM,668,296
58KprHKFNHgH1Cvo4QwxWkDeJNaSQVteCoAAFUWjtESn,668,1016
HtWgkheyYcm4f5PCP3h7kvL6YYgjt33zs1jMBYmHPxUk,668,56
EZqPuc58tHGHH7qnyPWJgh6ddh7PUn3VuwXQrHnStqZ3,668,20
Ca5e3b2AmrL72V437MEZMYTLnNUEXTr2P1TZcGQgJPyP,668,72
FoCQPE5Q55aHjn3EFie3SSgCZBziHjMqNQq7xMygWRYx,668,36
Pis3AXoiouAbhdtJ7yqz4EfhpyVa35CwnS6sqqSAEgj,668,84
G2TBEh2ahNGS9tGnuBNyDduNjyfUtGhMcssgRb8b6KfH,668,2476
NFSrnTdFzSs8AVVMTwKeXvERJGh7JTfQ4T9qKz7iJby,668,108
FJDmjm2bkR49AxtBvABQphrYwjdjB54BP4XCW7ht4E4M,668,36
A79u1awz7CqnxmNYEVtzWwSzup3eKPNW6w2Jrd56oZ3y,668,128
3XR3msrDf4fJj5kxgYAMoZDYMNvgdnXdKfbC7AN6422Q,668,240
9vE5CDEtr7GHQfZ7aRBJmMbTJZqCFGjkdZarYL1AYeGu,668,28
CUPryNhYfF8ChYyz3tahM84ppX5WSpvRxWqP7PEHMX36,668,4
D4NAMzyruddCwjxwPfmKf1R2MNhviszUJAb568koCZ4H,668,32
F3dJbecT56EoP51Awv5RXtVTv498QNKWrUDu3rQ5srvY,668,28
FZg9duNJfiSDCPnbphbcKrucFRiLNpjDsdZMAa8HjPtx,668,68
GCQ4V2e6PPdgHM1mXgepHZvdRkWAxbiFUUpJC5Bpcncd,668,36
gridqZmeBcsUKT2Mv4M9YFHFN3tVLFb2TCtTcLD1cAd,668,88
4XspXDcJy3DWZsVdaXrt8pE1xhcLpXDKkhj9XyjmWWNy,668,368
7EzbSahSfSjeRexHcNDLDpzHBAGBLjLKtjbmuoQnEtjE,668,8
3weHX7YvucD2n4Dix37TkD6rSYHp4FQsc7d5iUvhcmqX,668,52
8Gr59dE1LhRdKeN7EcAFAoKSk9XYVUVPPL7zWc8myrma,668,228
CgX2X6x4kDpxbmAdAPPFFCs7X26b9V8i7hpeYTRHq2hS,668,40
6qcbqy2Twyks4NAjjmvQiSFdaYCdyb3qRWEtDcEjYSQ2,668,248
8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,668,188
FPPo2aGYYwDWK1Rmr4sXjiCaZzzMwGKi67ijAiVZKwb8,668,48
2owZqEAQvSWxKixL1MPtQ5Xivr8hkQBuURvEvJBv9wmU,668,252
E3HNUGWG9mggTLuxHDTY3sAortjTJTU7SwwEkjwV9REB,668,124
2D2v7sMqDuq2ekZnFhaQm4k2ErWHemZQuYf5qaVTPFmg,668,32
5MFYZ1NtSDLoQ9T2qfXwuaTVfNtpuNuMxkDH19gQ9KcU,668,48
Fj8QKDuNcptyXT6Cub2TnjWs6zZ3qya49dw8q4DE4f8V,668,164
SscQkTYV2BFQYGGffAmTzvefrFrw6z9GNYiWHstVZ77,668,68
FLVgaCPvSGFguumN9ao188izB4K4rxSWzkHneQMtkwQJ,668,64
6NDen7aDi65apHo8m1Vea4nuS6LyjQeM6pDNqcW4Q5Pg,668,56
5gYoQH651psGZQMVoW6Suvwsz1GNhbQgN4NXYKqd6d4Q,668,44
spcti6GQVvinbtHU9UAkbXhjTcBJaba1NVx4tmK4M5F,668,232
FEtkEYC16YG4ANgohvGUhobZMTSKmNKJc5h8QvpRazrA,668,8
ubmPuSVEsbd4W2gi85u8ZPisUNRUTVMXNCTR8AxDaxY,668,56
84Za5eXvehQLZR6Xqhe9WT6tTcCHTVjw3XU7GCbBRNfW,668,204
3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5,668,348
4PRFPF7f9ERz9azkDFSFfgpye6yixPENCka994j8mQbj,668,44
D6uUDTEgXDf1yzLuQfFFCEKF9a2Ri5trFAWwaUpKB2ji,668,32
4my2b5ujEVRt2wPqyQL72nLCGpfbZGAHRiVa9zevNGY4,668,24
4zsArzr9cCAiBuGA3yGbxFtYw73eMgnaLS8q4hjpwMxH,668,60
GGoxyMorMrC8XNAGCs2XWfUcdoPKyJjZXF5MUC9MFaUF,668,28
wwE7xHLfPd91XRti1AAzBv2zTEYayNmUh4bkJNSvyDf,668,40
2VA3q6DbiLjbrLgnkiZ2fdyuRyVBkYRgqBDwA6qYiSDD,668,108
7cvpkJPcvNX1DpkyYzP9vtKrLUr9xEjb8AxcBT56bnjS,668,44
CVvaeDPR2o7P1eawG5c9TPFLzSXAewwPovPmREaEL4Cm,668,1300
3Rv6ZVGUuRczP76322LyhTTYw2iM4avV4B5xFJocQJer,668,48
D8izqaR979Fc2amDoGHmYqEugjckEi1RQL1Y1JKyHUwX,668,304
ChkH4bTk7c5NSGbxvXx89yY2oU7rFJsr3Cq1gPNCCPVe,668,36
HYLo1uWMLxR51jJuP2YxBT2DwAxA43pt2PdRJWryZQFe,668,24
EjS9FcaGPEYz61pubjmtadEkbvUBSdk65t9ApFf94Pnj,668,36
574rvsKGZg8rBuSNX7k8gG2mHFvUMwt22sSgJJBMCQVy,668,56
6122X5K3mo8QMwXZW6wnP2n1j2wQoa1Ks21Ckwj7L6st,668,48
8W5yW3AH4GzyJgobuRiSLsz3sU9m1XNumm6rAdxE9qBB,668,124
AbXdw2xawfc47R4fhrNEYQgrhQfZDnnnzfLYHYNurq52,668,44
13cm6z7ajighVFYN1aR2hPQ3Rhp4QJenDbHGRmps9P1n,668,48
2VpzB3eUagT9pGGzv7PuieRmTDugdYRiM8ArrDWB6jex,668,40
DXPEUPFQjHGQdwhKqeLsFa4tdqeRyvfrKNSccWjcnFUu,668,4
EydLxzdWfD434DDxZYXkTcajvK5VKH7p6CofEDCRUkJ4,668,188
ALp2GdA1eJV8vZHMHazCtTxNXe3BLUSco9LDASgjDs8R,668,124
BSNJGveGPVYzdt2bhTh3YfqbzWPH5Sq38zT1Br88Pn1N,668,52
FYWeJ3uyJRHPUYj84ebhPAa7ZTeq9WU8LHQaKAgDcF74,668,56
2nhGaJvR17TeytzJVajPfABHQcAwinKoCG8F69gRdQot,668,44
FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9,668,1384
Arvv3uwEyDPKckw3wEFiCq9hgxMw8kawFU6doxFAWGYR,668,220
LunaowJnt875WWoqDkhHhE93SNYHa6tfFNVn1rqc57c,668,196
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,668,132
GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,668,2840
CtsPhMW7Tb3oXmqfEZZTgE59oqwWCFE9ocq7MQzREShs,668,44
DJHsoHQvqYjb8G2Ni6XSbBSHxmycMAsZksRDytQ2bntK,668,40
By3w6sE4eWncs2s1SW8hoHL8eSFZdD4S9sMSVPwrf9Wn,668,44
GmZ7xFQ4GHDbQw4CSnFT9pAHa15u35qTN8e259UrBh9D,668,20
7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,668,3688
3KNGMiXwhy2CAWVNpLoUt25sNngFnX1mZpaiEeVccBA6,668,144
WEBcSrGzGcc3NhhHuNkxtxvFx7bkCvjpQs1gZaZ9YBi,668,4
9pBHfuE19q7PRbupJf8CZAMwv6RHjasdyMN9U9du7Nx2,668,264
FGiEdzde7Fco2WLpNQMat299hUVoykJdaA5hxdmCzHiS,668,312
9Yr5Wnba6Tm9Hb4gBKZKTgy4qwFaxGCTW8AHMcQtaT7X,668,280
A1pHASAZXuR9EWexFBY9wttgp5xgLfwPjZYP7748fm8e,668,64
7tegjkVvZmYSpGJQVpiRqKuehxtiAEEXyWk1NEbXriGC,668,200
4LSfKc2sPZEvb94JeKvySeThmRR8ySBWwRuMz6Pvj4Zf,668,176
Fx8ATrRvjMnmUCjjDaUFcyjhbLVPzZJicj32bDcraqBz,668,44
1EWZm7aZYxfZHbyiELXtTgN1yT2vU1HF9d8DWswX2Tp,668,40
CHaH4FPhSKqH59E77R3GkpUGnHeLfXnT5wFCpLNw6JWH,668,48
8Ua6QwcSJmYb3w4Mvxf67Fqw3gK88SrbWnxR3NZ9mjyn,668,48
MT6hqFKXQ5hPfp2KSsbXghT1ystDrPpwvrxVitRYYGW,668,36
Ah95vWS61zmcbreP7KWcJizUCpQqnGxN4feEaeADfX2d,668,48
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,668,232
BitokuDHQiAhpUKrwx1VssAAoW5Rst8zB6gpfoaxM3Kh,668,396
Hs7iGFYpeuPhZGxGpYRfGkUW2m7wWkAGmw9xA9bc1tHi,668,44
BEL5CeekyNyWdocqr2YXTVVvYwzeActXNGMPJhmvFVsb,668,188
7CaK6u9GTYG1ssMLtvE3Mestk58LAaPeNT3WRQ6fWdHN,668,4
4gZTgnKYcSqSXdQ6C8RbqCzFoHQAHaS3WVgcQAC5KGD8,668,36
4mzLWNgBX67zVwTykNnq96Z6KQLc8UyV5Q35EfVCDifC,668,196
GpSBerAanZz9TrWitn85QoMcDSLeY2GTG7owk3iXRfGy,668,68
AnLXiqLVCgz35FT32UQvigGj6hDzziDPzJwrKmp99knG,668,4
7QGeaLDAhDdrLHZxFb27xL6GMoVGZ5oJTk7ULpgici1M,668,40
