address,high,open,low,close,type,volume,ts,currency,date,interval
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.646888557516174e-06,4.646888557516174e-06,4.646888557516174e-06,4.646888557516174e-06,1m,0.0,1749472440,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.646888557516174e-06,4.646888557516174e-06,4.632713500052791e-06,4.632713500052791e-06,1m,1132189.764505,1749472500,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.632713500052791e-06,4.632713500052791e-06,4.632713500052791e-06,4.632713500052791e-06,1m,33.517764,1749472560,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.632713500052791e-06,4.632713500052791e-06,4.340396659269681e-06,4.348484925237848e-06,1m,34645415.101101,1749472620,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749472680,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749472740,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749472800,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749472860,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749472920,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749472980,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473040,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473100,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473160,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473220,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473280,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473340,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473400,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473460,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473520,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473580,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473640,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473700,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473760,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473820,usd,2025-06-09,1m
B7h1QDYuku31o3d9KB43uBrukBvfVazPzewKMi5Bpump,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,4.348484925237848e-06,1m,0.0,1749473880,usd,2025-06-09,1m
