address,ts,price,date
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1739923200,4.788592714762997e-06,2025-02-19
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740009600,4.788592714762997e-06,2025-02-20
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740096000,4.788592714762997e-06,2025-02-21
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740182400,4.788592714762997e-06,2025-02-22
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740268800,4.788592714762997e-06,2025-02-23
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740355200,4.788592714762997e-06,2025-02-24
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740441600,4.788592714762997e-06,2025-02-25
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740528000,4.788592714762997e-06,2025-02-26
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740614400,4.788592714762997e-06,2025-02-27
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740700800,4.788592714762997e-06,2025-02-28
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740787200,4.788592714762997e-06,2025-03-01
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740873600,4.788592714762997e-06,2025-03-02
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1740960000,4.788592714762997e-06,2025-03-03
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1741046400,4.788592714762997e-06,2025-03-04
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1741132800,4.788592714762997e-06,2025-03-05
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1741219200,4.788592714762997e-06,2025-03-06
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1741305600,4.788592714762997e-06,2025-03-07
DQoyvUctiLfRcX6eUaLRx9dvjATaJi1CbDRn3UgMpump,1741392000,4.788592714762997e-06,2025-03-08
