address,close,high,low,open,type,ts,volume,currency,date,interval
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.5221692448944336e-06,6.678417782925523e-06,6.5221692448944336e-06,6.678417782925523e-06,1m,1734746580,14059268.226706,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.280740405166488e-06,6.752670746607445e-06,6.280740405166488e-06,6.5221692448944336e-06,1m,1734746640,62562359.794821,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.280740405166488e-06,6.280740405166488e-06,6.280740405166488e-06,6.280740405166488e-06,1m,1734746700,0.0,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.282953132691666e-06,6.282953132691666e-06,6.280740405166488e-06,6.280740405166488e-06,1m,1734746760,5181926.901196,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.334750869969741e-06,6.334750869969741e-06,6.282953132691666e-06,6.282953132691666e-06,1m,1734746820,3079478.497069,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.334750869969741e-06,6.334750869969741e-06,6.334750869969741e-06,6.334750869969741e-06,1m,1734746880,0.0,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.45008520289106e-06,6.45008520289106e-06,6.334750869969741e-06,6.334750869969741e-06,1m,1734746940,17759359.831847,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,1m,1734747000,0.0,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,1m,1734747060,0.0,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,1m,1734747120,0.0,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,1m,1734747180,0.0,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,1m,1734747240,0.0,usd,2024-12-21,1m
FCfURzMBMH17783PrzNSGByuFD2VwyWNDvbF8ULPpump,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,6.45008520289106e-06,1m,1734747300,0.0,usd,2024-12-21,1m
