address,close,high,low,open,type,ts,volume,currency,date
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,6.016535295048131e-06,6.250716671172693e-06,5.759809265670691e-06,6.250716671172693e-06,12H,1757721600,82051082.884058,usd,2025-09-13
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,6.123692512974884e-06,6.558353374979797e-06,6.016535295048131e-06,6.016535295048131e-06,12H,1757764800,40423852.802504,usd,2025-09-13
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,6.123692512974884e-06,6.123692512974884e-06,6.123692512974884e-06,6.123692512974884e-06,12H,1757808000,0.0,usd,2025-09-14
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,6.264102360540784e-06,7.213862705279346e-06,6.123692512974884e-06,6.123692512974884e-06,12H,1757851200,138819293.823717,usd,2025-09-14
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,6.264102360540784e-06,6.264102360540784e-06,6.264102360540784e-06,6.264102360540784e-06,12H,1757894400,0.0,usd,2025-09-15
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,6.010573960045611e-06,6.264102360540784e-06,5.890917602785518e-06,6.264102360540784e-06,12H,1757937600,18857726.771980997,usd,2025-09-15
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.92056276364245e-06,6.010573960045611e-06,5.92056276364245e-06,6.010573960045611e-06,12H,1757980800,7665082.741214001,usd,2025-09-16
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.428219928615712e-06,5.92056276364245e-06,5.428219928615712e-06,5.92056276364245e-06,12H,1758024000,43863777.696125,usd,2025-09-16
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,12H,1758067200,0.0,usd,2025-09-17
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,12H,1758110400,0.0,usd,2025-09-17
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,12H,1758153600,0.0,usd,2025-09-18
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,12H,1758196800,0.0,usd,2025-09-18
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,12H,1758240000,0.0,usd,2025-09-19
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,12H,1758283200,0.0,usd,2025-09-19
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,12H,1758326400,0.0,usd,2025-09-20
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,12H,1758369600,0.0,usd,2025-09-20
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,5.428219928615712e-06,12H,1758412800,0.0,usd,2025-09-21
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.408170681224448e-06,5.428219928615712e-06,5.408170681224448e-06,5.428219928615712e-06,12H,1758456000,1054652.096872,usd,2025-09-21
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,5.408170681224448e-06,5.408170681224448e-06,5.408170681224448e-06,5.408170681224448e-06,12H,1758499200,0.0,usd,2025-09-22
k61ZLdPVgNPwGzGFvGeFTrvpou9h4mtvTjmDoMkpump,4.975561121436047e-06,5.408170681224448e-06,4.975561121436047e-06,5.408170681224448e-06,12H,1758542400,91414.571444,usd,2025-09-22
