address,close,high,low,open,type,ts,volume,currency,date
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.839078666755446e-05,0.00010529968372700357,3.4821391197228717e-06,3.4821391197228717e-06,12H,1743854400,11893057031.727863,usd,2025-04-05
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.0007409060888274268,0.0017193662324266566,1.5461766060318865e-05,1.839078666755446e-05,12H,1743897600,7415796980.169811,usd,2025-04-06
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.0002473946891768665,0.0008562468734530103,0.00012311543498057115,0.0007409060888274268,12H,1743940800,3238786025.9904256,usd,2025-04-06
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.00011112631453728824,0.00032573145503124576,7.945149661694496e-05,0.0002473946891768665,12H,1743984000,1586122164.6367524,usd,2025-04-07
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,9.572020115547826e-05,0.00046244418522938885,6.433200724726136e-05,0.00011112631453728824,12H,1744027200,2214726171.8731833,usd,2025-04-07
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.0002370605184956785,0.00035289170311302877,6.29648201580667e-05,9.572020115547826e-05,12H,1744070400,1611161011.576149,usd,2025-04-08
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.00019536842236744553,0.0002496664215553247,0.00013453179842402635,0.0002370605184956785,12H,1744113600,602359950.9604958,usd,2025-04-08
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.00022479520815394297,0.0003487915952771282,0.0001762526682546937,0.00019536842236744553,12H,1744156800,478683822.8512461,usd,2025-04-09
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.0002308873811622237,0.00030994327117245886,0.00016677897663830297,0.00022479520815394297,12H,1744200000,431627448.6104843,usd,2025-04-09
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.00025568744668237213,0.00028388517430526824,0.00018316559560323714,0.0002308873811622237,12H,1744243200,227888280.61854786,usd,2025-04-10
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.0005064135744312521,0.0006511656668318041,0.00021276568967624392,0.00025568744668237213,12H,1744286400,569082257.3742619,usd,2025-04-10
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.00032942634285623755,0.0005171369543802636,0.00028952030016300234,0.0005064135744312521,12H,1744329600,254294786.80372715,usd,2025-04-11
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.00026569961170545283,0.0005205719819285984,0.0002520325665763368,0.00032942634285623755,12H,1744372800,340057856.9446373,usd,2025-04-11
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,0.0002630425014639517,0.00032514470806006086,0.00019418253278313062,0.00026569961170545283,12H,1744416000,324149990.082771,usd,2025-04-12
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,8.88178173854534e-05,0.0003463141792597833,6.408623556755806e-05,0.0002630425014639517,12H,1744459200,956763924.7692821,usd,2025-04-12
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,6.818307220583072e-05,0.00010402880263681568,5.291996382507935e-05,8.88178173854534e-05,12H,1744502400,1618049316.8280084,usd,2025-04-13
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,5.3731582031133756e-05,8.694229736093534e-05,4.5161201421174204e-05,6.818307220583072e-05,12H,1744545600,613286182.6545067,usd,2025-04-13
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,4.533100295355236e-05,5.4531892289572826e-05,3.6996375072459354e-05,5.3731582031133756e-05,12H,1744588800,596818125.5989757,usd,2025-04-14
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,4.5296656486166936e-05,7.890570802545705e-05,4.347490857936135e-05,4.533100295355236e-05,12H,1744632000,670431762.0152031,usd,2025-04-14
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,4.0194552520048914e-05,4.7709092204368395e-05,3.514658727932465e-05,4.5296656486166936e-05,12H,1744675200,224559076.0783981,usd,2025-04-15
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,3.850675474761142e-05,4.324598395760823e-05,3.544724747602314e-05,4.0194552520048914e-05,12H,1744718400,174888588.62273002,usd,2025-04-15
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,2.7921988600753176e-05,3.850675474761142e-05,2.7761543779150598e-05,3.850675474761142e-05,12H,1744761600,167905201.34565097,usd,2025-04-16
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,2.2451852085130836e-05,2.7921988600753176e-05,1.949284093091727e-05,2.7921988600753176e-05,12H,1744804800,263909945.9177922,usd,2025-04-16
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,2.700587420566354e-05,3.172731089523203e-05,1.9785635658171652e-05,2.2451852085130836e-05,12H,1744848000,458538288.64738196,usd,2025-04-17
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,2.364362994233505e-05,2.9690375092668902e-05,2.364362994233505e-05,2.700587420566354e-05,12H,1744891200,108137113.826999,usd,2025-04-17
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.973583338954011e-05,2.407193097337531e-05,1.6568852079857946e-05,2.364362994233505e-05,12H,1744934400,373598050.83131516,usd,2025-04-18
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.8639844263163915e-05,1.973583338954011e-05,1.7131076066502583e-05,1.973583338954011e-05,12H,1744977600,165558327.540167,usd,2025-04-18
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.9235009552808758e-05,2.290137357682696e-05,1.8639844263163915e-05,1.8639844263163915e-05,12H,1745020800,159172203.57636905,usd,2025-04-19
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.7753097225783703e-05,1.9585284890295934e-05,1.7753097225783703e-05,1.9235009552808758e-05,12H,1745064000,71767839.41202198,usd,2025-04-19
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.6928563859801377e-05,1.9003253845236525e-05,1.6915361396395953e-05,1.7753097225783703e-05,12H,1745107200,95356615.242403,usd,2025-04-20
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.6790018423846e-05,1.8237023305366594e-05,1.6790018423846e-05,1.6928563859801377e-05,12H,1745150400,86241910.10534099,usd,2025-04-20
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.652055118450218e-05,1.6790018423846e-05,1.635608412953339e-05,1.6790018423846e-05,12H,1745193600,9607908.895057,usd,2025-04-21
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.4606809047292662e-05,1.652055118450218e-05,1.4606809047292662e-05,1.652055118450218e-05,12H,1745236800,84846952.189673,usd,2025-04-21
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.4442148837429477e-05,1.4606809047292662e-05,1.4197446728251955e-05,1.4606809047292662e-05,12H,1745280000,6979026.380633,usd,2025-04-22
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.4947709664084527e-05,1.5036192455245023e-05,1.4442148837429477e-05,1.4442148837429477e-05,12H,1745323200,863753.4785380001,usd,2025-04-22
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.513537601351861e-05,1.5522220817642086e-05,1.4947709664084527e-05,1.4947709664084527e-05,12H,1745366400,29227195.589948002,usd,2025-04-23
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.4691613935259993e-05,1.5927805602102854e-05,1.4483746810218111e-05,1.513537601351861e-05,12H,1745409600,54572958.350305,usd,2025-04-23
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.781441829964986e-05,1.8166928378916632e-05,1.4135862126053792e-05,1.4691613935259993e-05,12H,1745452800,122603352.11308901,usd,2025-04-24
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.63297805792514e-05,2.0034392670381557e-05,1.63297805792514e-05,1.781441829964986e-05,12H,1745496000,182247954.48360702,usd,2025-04-24
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,2.959342564726943e-05,3.191939923742439e-05,1.5932184376764784e-05,1.63297805792514e-05,12H,1745539200,316190409.14513093,usd,2025-04-25
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,2.250336909187402e-05,3.553010995339817e-05,2.250336909187402e-05,2.959342564726943e-05,12H,1745582400,210426236.151983,usd,2025-04-25
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,2.328406597256745e-05,2.37764163281066e-05,2.0975894457518206e-05,2.250336909187402e-05,12H,1745625600,84429478.68814601,usd,2025-04-26
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,2.1437066282669503e-05,2.3416993485374186e-05,2.1437066282669503e-05,2.328406597256745e-05,12H,1745668800,19932372.303574998,usd,2025-04-26
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.78229632148383e-05,2.1437066282669503e-05,1.608178805548306e-05,2.1437066282669503e-05,12H,1745712000,94988366.54747202,usd,2025-04-27
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.7823211193304044e-05,1.7823211193304044e-05,1.7667550393345207e-05,1.78229632148383e-05,12H,1745755200,3925282.7674129996,usd,2025-04-27
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.8108099899085464e-05,1.813430280236433e-05,1.758840191206486e-05,1.7823211193304044e-05,12H,1745798400,9503894.627929999,usd,2025-04-28
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.7576693276077387e-05,1.8108099899085464e-05,1.7576693276077387e-05,1.8108099899085464e-05,12H,1745841600,7764427.428556,usd,2025-04-28
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.7576593776659476e-05,1.7741209958848015e-05,1.7442922342080407e-05,1.7576693276077387e-05,12H,1745884800,5828642.038659,usd,2025-04-29
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.6168690374885198e-05,1.7576593776659476e-05,1.6168690374885198e-05,1.7576593776659476e-05,12H,1745928000,15813303.362628002,usd,2025-04-29
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.6179448155447416e-05,1.6179448155447416e-05,1.6168690374885198e-05,1.6168690374885198e-05,12H,1745971200,105869.059114,usd,2025-04-30
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.5820863745289537e-05,1.6179448155447416e-05,1.5483394353642566e-05,1.6179448155447416e-05,12H,1746014400,6106419.258275,usd,2025-04-30
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.61070307568874e-05,1.61070307568874e-05,1.5820863745289537e-05,1.5820863745289537e-05,12H,1746057600,86442.731528,usd,2025-05-01
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.599423401190139e-05,1.625741661126315e-05,1.5977204595525556e-05,1.61070307568874e-05,12H,1746100800,3730835.7663749997,usd,2025-05-01
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.59812921647595e-05,1.599423401190139e-05,1.59812921647595e-05,1.599423401190139e-05,12H,1746144000,85263.080365,usd,2025-05-02
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.5636955006201348e-05,1.59812921647595e-05,1.5636955006201348e-05,1.59812921647595e-05,12H,1746187200,503897.86154,usd,2025-05-02
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.5636955006201348e-05,1.5636955006201348e-05,1.5636955006201348e-05,1.5636955006201348e-05,12H,1746230400,0.0,usd,2025-05-03
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.5484264485501442e-05,1.572808723620352e-05,1.5484264485501442e-05,1.5636955006201348e-05,12H,1746273600,1704821.727843,usd,2025-05-03
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.4928376907221537e-05,1.5484264485501442e-05,1.4928376907221537e-05,1.5484264485501442e-05,12H,1746316800,6145871.216301,usd,2025-05-04
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.5152255681162879e-05,1.5152255681162879e-05,1.4928376907221537e-05,1.4928376907221537e-05,12H,1746360000,129034.76288,usd,2025-05-04
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.5398490836851717e-05,1.5734823847703736e-05,1.5152255681162879e-05,1.5152255681162879e-05,12H,1746403200,14395997.439968,usd,2025-05-05
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.5735569685635865e-05,1.5749629779213996e-05,1.5398490836851717e-05,1.5398490836851717e-05,12H,1746446400,1139025.0296770001,usd,2025-05-05
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.6140332582932797e-05,1.6253053726158354e-05,1.5735569685635865e-05,1.5735569685635865e-05,12H,1746489600,10505359.738318002,usd,2025-05-06
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.501524586335731e-05,1.6140332582932797e-05,1.501524586335731e-05,1.6140332582932797e-05,12H,1746532800,17546023.781506,usd,2025-05-06
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.5273355941852433e-05,1.5273355941852433e-05,1.501524586335731e-05,1.501524586335731e-05,12H,1746576000,36105.450313,usd,2025-05-07
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.5110354347805663e-05,1.5273355941852433e-05,1.5110354347805663e-05,1.5273355941852433e-05,12H,1746619200,8209147.50976,usd,2025-05-07
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.544863265104443e-05,1.544863265104443e-05,1.5110354347805663e-05,1.5110354347805663e-05,12H,1746662400,268909.978022,usd,2025-05-08
EXqzgQbZx5Bxr5x8XqBmN6pS3fKXfLqqDiKBDtH7pump,1.6256187525872924e-05,1.6256187525872924e-05,1.544863265104443e-05,1.544863265104443e-05,12H,1746705600,639196.391561,usd,2025-05-08
