address,close,high,low,open,type,ts,volume,currency,date,interval
4fxUJafbxKRfDtZJZCU4UTx8P6xESmdXDwHEyPHgpump,4.060624438920601e-06,4.912129822372116e-06,4.060624438920601e-06,4.912129822372116e-06,1m,1750940520,95809475.253339,usd,2025-06-26,1m
4fxUJafbxKRfDtZJZCU4UTx8P6xESmdXDwHEyPHgpump,4.283130187269133e-06,7.164101571059466e-06,4.006937069450191e-06,4.060624438920601e-06,1m,1750940580,525473657.41557485,usd,2025-06-26,1m
4fxUJafbxKRfDtZJZCU4UTx8P6xESmdXDwHEyPHgpump,9.726355196543408e-06,9.726355196543408e-06,4.066605852114169e-06,4.283130187269133e-06,1m,1750940640,430255614.48917794,usd,2025-06-26,1m
4fxUJafbxKRfDtZJZCU4UTx8P6xESmdXDwHEyPHgpump,1.3399196605387266e-05,1.3443243133393357e-05,9.542096150193413e-06,9.726355196543408e-06,1m,1750940700,416884603.7302282,usd,2025-06-26,1m
4fxUJafbxKRfDtZJZCU4UTx8P6xESmdXDwHEyPHgpump,2.1575232131950075e-05,2.358682794376651e-05,1.3399196605387266e-05,1.3399196605387266e-05,1m,1750940760,296268419.9064491,usd,2025-06-26,1m
4fxUJafbxKRfDtZJZCU4UTx8P6xESmdXDwHEyPHgpump,4.413191070825385e-06,2.4431757871296753e-05,4.281456829836452e-06,2.1575232131950075e-05,1m,1750940820,765359509.2291391,usd,2025-06-26,1m
4fxUJafbxKRfDtZJZCU4UTx8P6xESmdXDwHEyPHgpump,4.412896530465402e-06,4.413191070825385e-06,4.412896530465402e-06,4.413191070825385e-06,1m,1750940880,32484899.971372,usd,2025-06-26,1m
4fxUJafbxKRfDtZJZCU4UTx8P6xESmdXDwHEyPHgpump,4.281016063820155e-06,4.413548018453434e-06,4.281016063820155e-06,4.412896530465402e-06,1m,1750940940,33811259.111648,usd,2025-06-26,1m
4fxUJafbxKRfDtZJZCU4UTx8P6xESmdXDwHEyPHgpump,4.034496314366784e-06,4.281016063820155e-06,4.034496314366784e-06,4.281016063820155e-06,1m,1750941000,32343074.586833,usd,2025-06-26,1m
4fxUJafbxKRfDtZJZCU4UTx8P6xESmdXDwHEyPHgpump,4.024758252475223e-06,4.034496314366784e-06,4.024758252475223e-06,4.034496314366784e-06,1m,1750941060,1326359.140276,usd,2025-06-26,1m
