volume24hChangePercent,logoURI,symbol,name,decimals,fdv,price,marketcap,price24hChangePercent,address,liquidity,ts,volume24hUSD,rank
-47.922006975960144,https://ipfs.io/ipfs/QmYoXAzjFdZs64rt89vy4mmLhdoK3zADwJ938bJgrb5s1s,POOLDOGE,Poolside Doge,6,87231.9129698087,8.723193627242024e-05,87231.9129698087,29.484857366522096,6xagV397rmUqqHjDUTLrVGETeJDtEqfxKYo1oR5WKj8j,29989.453058723197,1740405602,12639.311073157896,957
-4.9595042700293375,https://pump.mypinata.cloud/ipfs/QmdTYMnhBkQcWhtrFkWwDkHf868Ci2cqNrdf8LwqH2Wfft,prerich,prerich,6,134453.71324055642,0.0001344720775064445,134453.71324055642,-3.7913910982750956,32hUYG6DVZ92N9N839D2Hc5bUWGQTSVdYUPNBHNLpump,54278.83755562136,1740405602,2955.186920260473,956
-71.13729321582186,https://ipfs.io/ipfs/QmRrXtSRKSjiqaXYdHZVXmNTcoy2FXXR7jPeET97Cu66rx,WORK,WORK,6,751184.594520343,0.000751253390047649,751184.594520343,1.5052082720340039,F7Hwf8ib5DVCoiuyGr618Y3gon429Rnd1r5F9R5upump,157847.85040794234,1740405602,20216.5182004816,955
,https://cdn.dexscreener.com/cms/images/bEKQASAcJpNCEi3_,TRADE,Trade on Solana,9,8473.227527985202,,8473.227527985202,,5jQdPpdXMkuQuS5StydZCU5bwRXYNg23fs2gFbbfmoon,7788.594265052199,1740405602,9261.15229912855,954
,https://ipfs.io/ipfs/QmYbVPMgWuTQeG6MRLKJcpSCVYYtibpGsVCv4nsByQV7kk,CEPE,CODED PEPE,6,6246.025749287365,6.246025749287365e-06,6246.025749287365,16.570412582858957,3spZxxB6faq6jDvLpeMmnYDaGpW7voeKHcRdSWUFpump,5334.665444336594,1740405602,3970.986198519753,953
180.5858011193179,https://ipfs.moralis.io:2053/ipfs/QmZjnWSe1c3JBcy6Nku1nNDdJiHt7XHMRnroYKjSssUWLt/Epicentral-Labs-Logo.png,LABS,Epicentral Labs,9,182653.66905704164,0.0033457199490596365,182653.66905704164,-0.15151972676470032,LABSh5DTebUcUbEoLzXKCiXFJLecDFiDWiBGUU1GpxR,74095.49897698735,1740405602,1787.899834297265,952
185.42289179283975,https://ipfs.io/ipfs/QmfUCmMtCnzW9rer9EqvActbk8CvSwPQLEeJALUPTrnSZU,BOSSU,BOSSU,6,208264.49422790558,0.00020829134480998023,208264.49422790558,3.5513997206901746,5h5YCbybHMpVj378FrxrypY9eXKoy92Vpw9xyru1pump,88084.63256992021,1740405602,12657.559797884633,951
0.04497449385283999,https://ipfs.io/ipfs/QmcjxFHFekGBBZxZKN2FoA5yAo2hbbyDRgr8VrxqShM1wY,PUCCA,PUCCA,6,1304332.1331945495,0.0015527979992633566,1304332.1331945495,-6.078962611928982,8aJuQEkQstCrSUXVGpmgaTqgSG7cW8FmVaudu8UBem6A,100230.15920578259,1740405602,54680.19929655582,950
,https://ipfs.io/ipfs/QmcMXszs3Y6c1rez6HPVfRUiMreDuVd1bLtEhppEFeCtuA,RIPMFY,RIPmistafuccyou,6,5207.613876637579,5.207613876684004e-06,5207.613876637579,-3.777148227093371,DSZ5NxSNLrndyRwfEywB7KzeLzibpoCa9igGykpjpump,5177.17212928458,1740405602,3902.7488860677718,949
-38.096122858555034,https://ipfs.io/ipfs/QmcBGcAGcrRp9av3ZLqjixSqpdc156naF85Czwhp1AXAqx,LIBTEARS,Lib Tears of X ,6,90459.87165566359,9.046099029776828e-05,90459.87165566359,31.837587880668103,91PA9NKMR96Zy5CkH58kEXVdvZksQXqajnfxseV3pump,30963.886231813554,1740405602,10269.297212842672,948
-79.81434930992134,https://ipfs.io/ipfs/QmX7DoyHSA4XAeYThdhHEPxjSZBbtV8zLkQYBo9tUFGPG9,CASINO,No Crying In The Casino,6,110565.98777686742,0.00011062587808212126,110565.98777686742,4.746539465713259,DvLSF6zRTzC2xDnhSgpsiCxscE4BGMfH4p3YsF5Tpump,44050.19735795541,1740405602,13636.293811260635,947
-63.841670297203336,https://ipfs.io/ipfs/QmdzdR5uTGxTN3v2syZbyoDpoLvNXN1F5uiUkjgvgooXEu,Swarm,Swarm,6,358161.04651847883,0.0003581777380385433,358161.04651847883,-1.657152704131238,JBSVUpKgYNHt4GLtNebQxTJmZgftTMWENQrziHtGpump,143003.53924901466,1740405602,14413.691219350181,946
-38.00956575511646,https://ipfs.io/ipfs/QmQT4afaTc3hJHtkPqH6k4J6Wx3SLYM36RMFWYAzFrCr7V,$SITCOM,degenerative SITCOM,6,472534.55125891825,0.00047257700566845687,472534.55125891825,-3.3870205093719816,AK9yVoXKK1Cjww7HDyjYNyW5FujD3FJ2xbjMUStspump,159325.35747997308,1740405602,10846.412863454843,945
200470.9779349377,https://pump.mypinata.cloud/ipfs/QmREitU5WoAnQTuKdqQZspEwRD2WeRBvEPf1ameBtWggCh,Eheheh,Dhdjd,6,26600.71244783484,2.6634743747004067e-05,26600.71244783484,17.686379632118296,GtKaxdf6y2Rj6cYDg6QEJzP3QPkSdcs65D8e9wG44YDH,18500.450543848758,1740405602,47112.554549713444,944
451357.832475752,https://pump.mypinata.cloud/ipfs/QmVF9Ga7YGf9avVEVUDWCp6BrmUgbPKRrwonYqBcRrfgeV,MEV,My Earnings Vanished,6,2892.300918176234,2.899154686497275e-06,2892.300918176234,-6.31014596302785,5dZX7JjGXDFBJ9jtUsuP7vVTvswAh8EthgtgVjXi5p64,5426.52916796804,1740405602,15710.829742155334,943
-74.94256759095556,https://ipfs.io/ipfs/Qmd6hDLWwgqdxcDMHw2Fvtko2z2RNDxYckQo4wNfxP7ymd,MORPH,DegenDroids,6,8135.344537041813,8.142101490277077e-06,8135.344537041813,-2.6989999728007974,63vRV9CbfDytWx5RormoQaX8ZPPLBdaqXzePaRompump,9894.186159788165,1740405602,365.5158732233346,942
46.256226177750854,https://ipfs.io/ipfs/QmNQjGxvRPx57KCZ4xjydu1eCmkheSt1nzZeLoRH5aMETp,rotfun,rotfun,6,520713.579423378,0.0005207173135083232,520713.579423378,-0.45401251417213867,dwyj9DXz3fvy7vSepncYuf8syxoSmg2mTvP9ET3pump,78843.46918416656,1740405602,20458.10602553498,941
-31.663696758743832,https://ipfs.io/ipfs/Qmbkix15FEqKaXvxGoGEgfdxWdz4uwgzYBwrAmxJn1w9wP,TABBY,TabbyPOS,6,148713.8806693388,0.00014873936723767742,148713.8806693388,44.734089850626695,CGn6Tmpqy7wyD22XxCnDoyGQwqodMPTrUwGsmX5rpump,44680.610723872574,1740405602,18829.153782061945,940
42.79792648241812,https://cdn.midjourney.com/db6e890f-723d-4aa0-8a23-347c02dfa28f/0_1.webp,HUND,HUND,9,1862923.3342521307,0.0046573619384964295,1862923.3342521307,-6.254130222496071,2XPqoKfJitk8YcMDGBKy7CMzRRyF2X9PniZeCykDUZev,289915.7884104884,1740405602,14555.49966724509,939
18.126418912965093,https://shdw-drive.genesysgo.net/BBwXjBB6LtWGjKW5GveUSau5z9KZv2CK5AWmb7FCDF6K/doggies_coin.png,DOGGO,DOGGO,5,283523.7479925568,1.5412449240119676e-09,283523.7479925568,-1.2023714678838362,Doggoyb1uHFJGFdHhJf8FKEBUMv58qo98CisWgeD7Ftk,7786.016690693391,1740405602,761.8425638801066,938
-34.90845208744116,https://ipfs.io/ipfs/QmU1fVtZTx7u1y2GdU14XTZb8JPUyLyb9teYohkX1S6otd,Unknown,Unknown,6,31149.300024830805,3.11682795487338e-05,31149.300024830805,14.351512633659754,57r2za6feBwrBoMKdzVsHVkhKVm3Y1sG8XjWHFTKpump,22347.82158984262,1740405602,8712.438615697825,937
214.2249751905938,,AI,Any Inu (Wormhole),8,218311.6159902101,3.208298332307539e-06,218311.6159902101,-7.934873551172307,ACeWC77UeW2DBZMe7YBsuXoxLvk4dHMnPzneApau1Au6,83427.84858665298,1740405602,11412.660803435065,936
85.70934679875847,https://ipfs.io/ipfs/QmbeSEToKJnwobyerMUEWxjWSbtG41vPxqkzmNkm5o3w2b,Dualipa,Duolingo Owl's Girlfriend,6,8326.305322055672,8.328676976602037e-06,8326.305322055672,16.82927376617199,AvDq9Zy6cjyh5K15Dh2Y7abMYXbY7VWY5aFWiPmpump,10502.819897638425,1740405602,8551.348913835223,935
1523.6088476989848,https://img.fotofolio.xyz/?url=https%3A%2F%2Farweave.net%2F5QRitQGPVjPwpjt43Qe_WISmys4dWwLMqQqQDT0oshg,BANX,Banx,9,915332.2176554715,6.102381115829872e-05,915332.2176554715,-8.168730559614094,BANXbTpN8U2cU41FjPxe2Ti37PiT5cCxLUKDQZuJeMMR,81329.8870074935,1740405602,3851.518459350573,934
-80.56305599726467,https://pump.mypinata.cloud/ipfs/QmdJXGVeoxUAQEqqUaHHWGwVKcpssC55yGQ7nHLiGZyDDJ,Epstein,Epstein Files,6,23069.229723568384,2.374314863087304e-05,23069.229723568384,-4.968205247433166,GsiToZ7wcmBdB3FeTcsAstcaw6gq7dTGQQbBqsbCa5rX,15564.865036693413,1740405602,11529.272983873067,933
38.142373392157495,https://pump.mypinata.cloud/ipfs/QmZoJmGzXBp1N5AETrAjh5AJYGNaLfj58FZsaPSsVBpBLP,PEARL,Girl With A Pearl Earring,6,88431.96427798035,8.894239196076409e-05,88431.96427798035,17.312447963991428,9n1A8UtMXnnNdV1JJTc1sxhH47S4dVbcBgHqg96vdqQx,46371.78929823732,1740405602,28632.168185132487,932
