address,close,high,low,open,type,ts,volume,currency,date,interval
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.229980136423703e-06,5.4217380842815036e-06,4.229980136423703e-06,5.4217380842815036e-06,1m,1749214920,126453800.117647,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.229980136423703e-06,4.224812014085085e-06,4.229980136423703e-06,1m,1749214980,35760.258752,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215040,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215100,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215160,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215220,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215280,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215340,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215400,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215460,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215520,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215580,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215640,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215700,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215760,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215820,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215880,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749215940,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216000,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216060,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216120,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216180,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216240,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216300,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216360,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216420,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216480,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216540,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216600,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216660,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216720,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216780,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216840,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216900,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749216960,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217020,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217080,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217140,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217200,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217260,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217320,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217380,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217440,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217500,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217560,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217620,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217680,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217740,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217800,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217860,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217920,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749217980,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749218040,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749218100,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749218160,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749218220,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749218280,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749218340,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749218400,0.0,usd,2025-06-06,1m
6Xws8m72Ms1h5g5E6hnhBcXVJGSBtPUHWwJ8TBbK1mSa,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,4.224812014085085e-06,1m,1749218460,0.0,usd,2025-06-06,1m
