address,close,high,low,open,type,ts,volume,currency,date
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,4.061057068342035e-06,9.510490881931182e-05,3.848315919381634e-06,9.510490881931182e-05,12H,1738152000,1751160115.7357154,usd,2025-01-29
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,4.1129110217693415e-06,4.1215537689346175e-06,4.0027804139778276e-06,4.061057068342035e-06,12H,1738195200,10558287.366899999,usd,2025-01-30
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,4.109528731913065e-06,4.173163888984268e-06,4.109528731913065e-06,4.1129110217693415e-06,12H,1738238400,6225226.514147,usd,2025-01-30
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,4.109528731913065e-06,4.109528731913065e-06,4.109528731913065e-06,4.109528731913065e-06,12H,1738281600,0.0,usd,2025-01-31
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.842548080581624e-06,4.109528731913065e-06,3.83748226367422e-06,4.109528731913065e-06,12H,1738324800,16090322.335680999,usd,2025-01-31
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,12H,1738368000,0.0,usd,2025-02-01
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,12H,1738411200,2727.247099,usd,2025-02-01
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,12H,1738454400,0.0,usd,2025-02-02
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,12H,1738497600,0.0,usd,2025-02-02
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,12H,1738540800,0.0,usd,2025-02-03
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,12H,1738584000,0.0,usd,2025-02-03
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,12H,1738627200,0.0,usd,2025-02-04
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,3.842548080581624e-06,12H,1738670400,0.0,usd,2025-02-04
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.410071274504945e-06,3.842548080581624e-06,3.410071274504945e-06,3.842548080581624e-06,12H,1738713600,461760.391269,usd,2025-02-05
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.30124804470157e-06,3.410071274504945e-06,3.30124804470157e-06,3.410071274504945e-06,12H,1738756800,600942.28674,usd,2025-02-05
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.352114045177204e-06,3.352114045177204e-06,3.30124804470157e-06,3.30124804470157e-06,12H,1738800000,1007948.523894,usd,2025-02-06
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.352114045177204e-06,3.352114045177204e-06,3.352114045177204e-06,3.352114045177204e-06,12H,1738843200,0.0,usd,2025-02-06
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.352114045177204e-06,3.352114045177204e-06,3.352114045177204e-06,3.352114045177204e-06,12H,1738886400,0.0,usd,2025-02-07
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.352114045177204e-06,3.352114045177204e-06,3.352114045177204e-06,3.352114045177204e-06,12H,1738929600,0.0,usd,2025-02-07
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.352114045177204e-06,3.352114045177204e-06,3.352114045177204e-06,3.352114045177204e-06,12H,1738972800,2087.881014,usd,2025-02-08
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.3337055348840296e-06,3.352114045177204e-06,3.3337055348840296e-06,3.352114045177204e-06,12H,1739016000,1747876.36845,usd,2025-02-08
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.3337055348840296e-06,3.3337055348840296e-06,3.3337055348840296e-06,3.3337055348840296e-06,12H,1739059200,0.0,usd,2025-02-09
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.3337055348840296e-06,3.3337055348840296e-06,3.3337055348840296e-06,3.3337055348840296e-06,12H,1739102400,0.0,usd,2025-02-09
FsvZ3YFKjmDRAZPAETBYxhmc3DG6Gn6aAuX4pF56pump,3.3337055348840296e-06,3.3337055348840296e-06,3.3337055348840296e-06,3.3337055348840296e-06,12H,1739145600,0.0,usd,2025-02-10
