address,high,open,low,close,type,volume,ts,currency,date,interval
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.810814299542163e-06,5.810814299542163e-06,5.810814299542163e-06,5.810814299542163e-06,1m,0.0,1761566460,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.810814299542163e-06,5.810814299542163e-06,5.810814299542163e-06,5.810814299542163e-06,1m,0.0,1761566520,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.810814299542163e-06,5.810814299542163e-06,5.810814299542163e-06,5.810814299542163e-06,1m,0.0,1761566580,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.810814299542163e-06,5.810814299542163e-06,5.589632455961648e-06,5.589632455961648e-06,1m,324242.670416,1761566640,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761566700,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761566760,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761566820,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761566880,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761566940,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567000,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567060,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567120,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567180,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567240,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567300,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567360,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567420,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567480,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567540,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567600,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567660,usd,2025-10-27,1m
7XJgfiuNj5dbQWqwz3of5btPomU64Z4sADsNuPxqpump,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,5.589632455961648e-06,1m,0.0,1761567720,usd,2025-10-27,1m
