2025-11-26T02:31:06.649994,HCMa54YQ4YKAhHrZ9ngo3SUkAs2uSLKbo4gf82pSpump,HTTP 500: {"success":false,"message":"Internal Server Error"},https://public-api.birdeye.so/defi/token_security?address=HCMa54YQ4YKAhHrZ9ngo3SUkAs2uSLKbo4gf82pSpump
2025-11-27T00:16:28.431683,FfzvxE6i2XhY6y6GBF4mjFvTByy3Y6vtX5Leh5jc7N4T,HTTP 555: {"success":false,"message":"Bad request"},https://public-api.birdeye.so/defi/token_security?address=FfzvxE6i2XhY6y6GBF4mjFvTByy3Y6vtX5Leh5jc7N4T
2025-11-27T04:17:36.589899,56AD3qPDhf8erekcR6Gj2beiR9dy1RkNDPkGkFFXpump,HTTP 555: {"success":false,"message":"Bad request"},https://public-api.birdeye.so/defi/token_security?address=56AD3qPDhf8erekcR6Gj2beiR9dy1RkNDPkGkFFXpump
2025-11-27T09:04:50.097896,ooQ3HASzLXMtycrcRaK4kSY2UdBY2muBCyLoqfVpump,('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')),https://public-api.birdeye.so/defi/token_security?address=ooQ3HASzLXMtycrcRaK4kSY2UdBY2muBCyLoqfVpump
2025-11-27T14:58:12.251472,9hamCKkNn49iTRMZ3pEmjCZc8q3eAkZjJBuHC87Xpump,('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')),https://public-api.birdeye.so/defi/token_security?address=9hamCKkNn49iTRMZ3pEmjCZc8q3eAkZjJBuHC87Xpump
2025-11-28T04:22:13.386383,8xbQw8TEEJnnrBS4iN8EGn2BSDK8VBvPwURmX1TSpump,HTTP 500: {"success":false,"message":"Internal Server Error"},https://public-api.birdeye.so/defi/token_security?address=8xbQw8TEEJnnrBS4iN8EGn2BSDK8VBvPwURmX1TSpump
2025-11-28T10:11:40.286310,3FRhJwaHo68CSWuqETcNNM9FNbqKzv3heyuVtykbpump,HTTP 500: {"success":false,"message":"Internal Server Error"},https://public-api.birdeye.so/defi/token_security?address=3FRhJwaHo68CSWuqETcNNM9FNbqKzv3heyuVtykbpump
2025-11-28T10:11:48.885552,Vd7PToTZ643SwbeBgxK3c4u3saVRnp43u7USn3Gpump,HTTP 500: {"success":false,"message":"Internal Server Error"},https://public-api.birdeye.so/defi/token_security?address=Vd7PToTZ643SwbeBgxK3c4u3saVRnp43u7USn3Gpump
2025-11-29T15:39:06.776415,9ydyzFuHVyafAxHANuPsNYySLHkeR5KAUuzQNXY8HN6V,('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')),https://public-api.birdeye.so/defi/token_security?address=9ydyzFuHVyafAxHANuPsNYySLHkeR5KAUuzQNXY8HN6V
2025-12-02T03:39:46.864653,4iRv4F6tf7SHHhLXPtRrhNgBkT1J3qSMrETMu9Nfpump,HTTP 500: {"success":false,"message":"Internal Server Error"},https://public-api.birdeye.so/defi/token_security?address=4iRv4F6tf7SHHhLXPtRrhNgBkT1J3qSMrETMu9Nfpump
