Date,Dex,symbol,TokenAddress,count,high,median,volume
2024-08-24 00:00:00,amm,$WIF,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,7164,90.43030324151266,19.9699958707037,173109.62590569461
2024-08-24 00:00:00,phoenix_v1,$WIF,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,37226,14892.411115030172,806.0770285305978,75852165.9823941
2024-08-24 00:00:00,raydium_amm,$WIF,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,31636,3842.6027734750965,216.56485624947643,20118049.095986802
2024-08-24 00:00:00,whirlpool,$WIF,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,154534,3673.164938239512,218.69024783594443,106156641.28357115
2024-08-24 00:00:00,Lifinity,$WIF,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,69764,4957.107211913183,303.5988347725463,62419709.129089944
2024-08-24 00:00:00,phoenix_v1,$WIF,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,37227,14042.17143482374,797.4352839279175,75852168.98723677
2024-08-24 00:00:00,amm,$WIF,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,7164,90.43030324151266,19.9699958707037,173109.6259056945
2024-08-24 00:00:00,raydium_cp_swap,Bonk,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,3156,4.172470777941556,0.0016960846104593656,1532.9073677792476
2024-08-24 00:00:00,raydium_amm,Bonk,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,4426,123.0046264831283,11.586513842061287,100395.63821650534
2024-08-24 00:00:00,whirlpool,Bonk,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,26298,1928.901915990767,111.79535586700644,9205129.44690213
2024-08-24 00:00:00,OpenBook Dex,Bonk,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,39,262.17579177246,15.939940867610858,2207.972254596825
2024-08-24 00:00:00,lb_clmm,Bonk,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,79154,3044.497624460867,209.4514532385328,44839113.47215279
2024-08-24 00:00:00,whirlpool,Bonk,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,18543,1425.5269759545397,52.49932672626862,3849400.9050294915
2024-08-24 00:00:00,raydium_amm,Bonk,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,3708,108.56961435820165,11.173437568354874,78478.83554909591
2024-08-24 00:00:00,raydium_cp_swap,Bonk,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,2563,14.091747334410886,0.0017056651536033313,1471.8658090553863
2024-08-24 00:00:00,raydium_amm,BOME,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,9878,3884.1288990346957,408.49539822354734,8667186.41252007
2024-08-24 00:00:00,whirlpool,BOME,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,1887,172.1718480124831,3.9514563186047598,47530.49561989348
2024-08-24 00:00:00,lb_clmm,BOME,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,573,127.4222544327414,0.7251390494942367,15078.216484709219
2024-08-24 00:00:00,amm,BOME,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,218,19.811530898321905,1.1013937313194466,975.7258981634745
2024-08-24 00:00:00,phoenix_v1,BOME,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,4298,1854.1392057848147,188.99989556148648,1629720.4766218662
2024-08-24 00:00:00,amm,MEW,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5,4834,12170.630334405218,258.3575538918376,6974437.388241634
2024-08-24 00:00:00,raydium_cp_swap,MEW,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5,1,1.5058418434072285,1.5058418434072285,1.5058418434072285
2024-08-24 00:00:00,raydium_amm,MEW,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5,29046,8038.3591298071005,817.1412230929664,40343042.64731935
2024-08-24 00:00:00,lb_clmm,MEW,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5,4360,5303.920886411406,74.26077067658298,2762860.585198135
