Date,Dex,symbol,TokenAddress,count,lowPrice,highPrice,medianPrice,lowAmount,highAmount,medianAmount,volume
2025-01-07 00:00:00,pump,SOL,11111111111111111111111111111111,1366722,0,0,0,0.2067768596861248,454.89996229490475,4.25731723022461,103578003.57322852
2025-01-07 00:00:00,pump,MINDLOCAL,9oJ5YjodUrYBA63jbYevWBjXaV8rQ6fW5y7d1QeBpump,1,6.020141277643581e-06,6.020141277643581e-06,6.020141277643581e-06,0,0,0,0
2025-01-07 00:00:00,pump,SAPES,EVfFpyajw8kevNVhVjz9qao9JU4X9yfNTXnKFWYVpump,23,6.18585039944631e-06,7.2290637598297e-06,6.502528036795139e-06,0,0,0,0
2025-01-07 00:00:00,pump,Chihiro,6azdSdqWBA93H5Dh197WJUkzVZ5AxdjjN9YMxHwZpump,16,5.832113058114524e-06,6.069173938933204e-06,6.008446658406395e-06,0,0,0,0
2025-01-07 00:00:00,pump,FLAME,Grn9tc4GcARaafuuHhe91pGQXoXGXSH7i8aTZBQbpump,108,6.12766162896551e-06,4.544134200927474e-05,1.796392982951251e-05,0,0,0,0
2025-01-07 00:00:00,pump,0.00767,CpTDmkvYccKL3FBJDyxJAD7nPh7M7mWfvJ8RGJbvpump,2,5.918879562822956e-06,6.040302226614906e-06,5.979590894718931e-06,0,0,0,0
2025-01-07 00:00:00,pump,ANTILLC,AwdK385rXpnuL2MkEGFa7PomSKgKFyvY2rzhBBn8FKsW,16,0,8.44724513020892e-06,7.273827191718906e-06,0,0,0,0
2025-01-07 00:00:00,pump,meme,EnnytypdupSXdRCUSh9xkfzcf4hrxwyr84iRuk6cpump,1,5.922025679576205e-06,5.922025679576205e-06,5.922025679576205e-06,0,0,0,0
2025-01-07 00:00:00,pump,PRINTCYCLE,GJ1YUbLAMwng2zZRc16V76xRFD7fbuCrMTFpXqTipump,1,5.959239234654229e-06,5.959239234654229e-06,5.959239234654229e-06,0,0,0,0
2025-01-07 00:00:00,pump,FART,HFMxpMRnxgV1kgHMvp3eiofmgftgGxmjZDJQ7nGhpump,1,6.352528377502676e-06,6.352528377502676e-06,6.352528377502676e-06,0,0,0,0
2025-01-07 00:00:00,pump,Blessed,DaWGcnxtwETmXzpaK1sEKvJhEU5HUyK7NKrrthVbpump,1,5.775782780443981e-06,5.775782780443981e-06,5.775782780443981e-06,0,0,0,0
2025-01-07 00:00:00,pump,ePolicy AI,EGVukVgM3cNyp2LU5ykeVicLr4cUwEfTEoR1c9Pgpump,1,5.9466864068097756e-06,5.9466864068097756e-06,5.9466864068097756e-06,0,0,0,0
2025-01-07 00:00:00,pump,TATEVIBE,9ohn5eosfLGGJ3uEg5Cc52DZyUqrNgh7hXB1T7ENpump,6,5.751518809665872e-06,6.129331772981729e-06,5.890016041765792e-06,0,0,0,0
2025-01-07 00:00:00,pump,OVAL,8EL3h7buyPQ65UFzyyde88ffGbz6Gn8wkgDwrA7Spump,2,6.488343560538547e-06,6.7460933408097e-06,6.617218450674123e-06,0,0,0,0
2025-01-07 00:00:00,pump,CHWIRE,rQQ2XMzfXz1qgdxWaQtsomFe4yR4bA6NDFNZrHypump,43,0,6.732397006474146e-06,5.825738617988476e-06,0,0,0,0
2025-01-07 00:00:00,pump,VIDO,DV19W4n33swZj1vvWLh62pDawiakFUrZU6mq1ianpump,24,5.85540653325349e-06,6.198318866080628e-06,6.052222878480622e-06,0,0,0,0
2025-01-07 00:00:00,pump,Morpho,6EpMSujqEdLtTRYvaHDpmhKjMmF4u4eEsTS6T8Kopump,2,5.97857577426638e-06,6.036310649343778e-06,6.00744321180508e-06,0,0,0,0
2025-01-07 00:00:00,pump,MJEET,Ct7chZfpNiboCdjc5BVTS5s9xGX44nyWFGDs6npNpump,285,5.715328952979867e-06,7.2204815746217756e-06,6.69273591631935e-06,0,0,0,0
2025-01-07 00:00:00,pump,BSC,S8Fj1qnjK3Q9koWVbQ3ef2kMWirKYzPniwMHfGEpump,18,0,7.640450972086004e-06,7.181665662809053e-06,0,0,0,0
2025-01-07 00:00:00,pump,DÅG,75CqavjaDwXcoYxQx5vrziePstdrBS8mJhmDex3Tpump,2,5.9589513837576985e-06,6.020797857762124e-06,5.989874620759911e-06,0,0,0,0
